"Row.names"	"logFC"	"logCPM"	"PValue"	"FDR"	"SGN_annotation"	"AGI"	"symbol"	"gene_name"	"X..identity"	"alignment.length"	"e.value"	"bit.score"	"percent.query.align"
"Solyc10g084320.1.1"	4.51086507965035	6.79225634241477	1.64366033025117e-08	3.96670026367283e-06	"Subtilisin-like protease (AHRD V1 **-- O82777_SOLLC); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g059870.1.1"	5.22505835096691	5.53009015077501	1.78062028187874e-08	4.23008605713818e-06	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g081570.2.1"	5.24381924563599	5.45699676934259	1.85292180933019e-08	4.33412664447018e-06	"Carboxyl-terminal peptidase (AHRD V1 ***- B6TV70_MAIZE); contains Interpro domain(s)  IPR004314  Protein of unknown function DUF239, plant "	"AT1G55360"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G56530.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G13510.1); similar to Os07g0205500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059148.1); similar to Os07g0573400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001060067.1); similar to Protein of unknown function DUF239, plant [Medicago truncatula] (GB:ABE82132.1); contains InterPro domain Protein of unknown function DUF239, plant; (InterPro:IPR004314)"	76.21	391	1e-180	629	91.54929577
"Solyc08g022200.1.1"	-3.63940503300999	5.94326077494541	1.95339079085247e-08	4.49990205820015e-06	"Polyprotein (AHRD V1 ***- Q0ZLH4_9ORYZ); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc05g013850.2.1"	7.67386193855759	4.72686594081113	2.02751257029356e-08	4.60094046548407e-06	"Sieve element-occluding protein 3 (AHRD V1 **-- B5THF7_MEDTR)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g091040.2.1"	5.43341382995107	5.29469103102053	2.12248735138478e-08	4.74563201330209e-06	"Cysteine-rich repeat secretory protein 15 (AHRD V1 ***- CRR15_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 "	"AT3G60720"	"PDLP8"	"receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902)"	54.86	257	4e-56	214	84.66666667
"Solyc05g014380.2.1"	5.19489825634343	5.50101892399306	2.17628578048451e-08	4.79539840673718e-06	"Multidrug resistance protein ABC transporter family (AHRD V1 ***- B9HTC0_POPTR); contains Interpro domain(s)  IPR001140  ABC transporter, transmembrane region "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g050010.1.1"	-3.49238488597564	6.89723714968314	2.21333387286033e-08	4.80736117185264e-06	"Polyprotein (AHRD V1 ***- Q9AYC2_ORYSA); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g045240.1.1"	5.41170051609464	5.22111199618134	2.44596428911357e-08	5.23780859882855e-06	"Beta-glucosidase D4 (AHRD V1 ***- B2ZUU0_LOTJA); contains Interpro domain(s)  IPR001360  Glycoside hydrolase, family 1 "	"AT2G44480"	"BGLU17"	"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)"	56.58	479	8e-171	597	93.17738791
"Solyc05g054030.2.1"	4.81140625924925	5.80933840302339	2.57851341120335e-08	5.44496081999108e-06	"C2H2L domain class transcription factor (AHRD V1 **-* D9ZIU3_MALDO); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g073700.2.1"	7.60740331674203	4.61010677353652	2.92066994643476e-08	6.00079268453974e-06	"26S protease regulatory subunit 8 homolog (AHRD V1 *--- PRS8_ENCCU); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g005640.2.1"	7.59646242181368	4.56592815038332	2.92066994643476e-08	6.00079268453974e-06	"Ent-kaurene synthase-like protein 1 (AHRD V1 **** Q673F9_HORVD); contains Interpro domain(s)  IPR005630  Terpene synthase, metal-binding domain "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g098300.1.1"	7.5903627634426	4.57898338156624	3.39311487575172e-08	6.87852247612389e-06	"Ornithine decarboxylase (AHRD V1 **** A2TBH8_THECC); contains Interpro domain(s)  IPR002433  Ornithine decarboxylase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g069570.1.1"	5.91801570733392	4.87401710967473	3.60170801785987e-08	7.20531167151861e-06	"Cytokinin riboside 5&apos;-monophosphate phosphoribohydrolase LOG (AHRD V1 **-- LOG_ORYSJ); contains Interpro domain(s)  IPR005269  Conserved hypothetical protein CHP00730 "	"AT2G37210"	NA	"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G53450.1); similar to Conserved hypothetical protein 730 [Medicago truncatula] (GB:ABE89044.1); contains InterPro domain Conserved hypothetical protein 730; (InterPro:IPR005269)"	80.57	211	4e-99	357	89.36170213
"Solyc07g008010.2.1"	7.56716793837533	4.5610004974077	3.6604790693584e-08	7.22778230786041e-06	"Myb transcription factor (AHRD V1 *--* Q6Q789_VITVI); contains Interpro domain(s)  IPR015495  Myb transcription factor "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc12g009540.1.1"	-3.38897726946347	6.9647520832216	3.72259694350692e-08	7.25620050372811e-06	"Transposon Ty1-A Gag-Pol polyprotein (AHRD V1 ***- YA11B_YEAST); contains Interpro domain(s)  IPR013103  Reverse transcriptase, RNA-dependent DNA polymerase "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc07g005400.2.1"	5.3673126128847	5.16972502339807	3.7917954520711e-08	7.29752633585936e-06	"Transcription factor (AHRD V1 *-** D6MKM4_9ASPA); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc03g094090.2.1"	-3.50035111578219	5.43982370231159	3.98055102219338e-08	7.56503721767853e-06	"Polyadenylate-binding protein family protein (AHRD V1 ***- D7MT99_ARALY)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc07g009130.2.1"	7.53851143361829	4.52754628235489	4.26775473902213e-08	8.01073371013487e-06	"Potassium-transporting ATPase B chain (AHRD V1 *-*- ATKB_BACHK); contains Interpro domain(s)  IPR006404  ATPase, P-type, heavy metal-(Cd/Co/Hg/Pb/Zn)-translocating "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g011860.1.1"	-3.52558046107056	5.84498054501667	5.24454040508113e-08	9.72414540473823e-06	"Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7L337_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat "	"AT3G14330"	NA	"pentatricopeptide (PPR) repeat-containing protein; similar to CRR2 (CHLORORESPIRATORY REDUCTION 2), binding [Arabidopsis thaliana] (TAIR:AT3G46790.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABD33343.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)"	61.56	601	0	778	92.27202473
"Solyc10g086240.1.1"	5.27942525459887	5.10185162245265	5.40875489713933e-08	9.90779632001281e-06	"Glucosyltransferase (AHRD V1 ***- A7M6J0_DIACA); contains Interpro domain(s)  IPR002213  UDP-glucuronosyl/UDP-glucosyltransferase "	"AT2G36970"	NA	"UDP-glucoronosyl/UDP-glucosyl transferase family protein; similar to glycosyltransferase family protein [Arabidopsis thaliana] (TAIR:AT2G28080.1); similar to UDP-glucuronosyl/UDP-glucosyltransferase [Medicago truncatula] (GB:ABE87217.1); similar to Os10g0442300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064696.1); contains InterPro domain UDP-glucuronosyl/UDP-glucosyltransferase; (InterPro:IPR002213)"	57.61	486	1e-162	569	95.99198397
"Solyc08g066880.2.1"	5.25239448131054	5.05763386342711	6.32365961835556e-08	1.13281277986363e-05	"5&apos-methylthioadenosine/S-adenosylhomocysteine nucleosidase (AHRD V1 *-*- D6E0Z8_9FIRM); contains Interpro domain(s)  IPR018017  Nucleoside phosphorylase, family 1 "	"AT4G28940"	NA	"catalytic; similar to phosphorylase family protein [Arabidopsis thaliana] (TAIR:AT4G24340.1); similar to Os05g0228000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054970.1); similar to Os01g0229800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042490.1); similar to putative bark storage protein [Oryza sativa (japonica cultivar-group)] (GB:BAA94780.1); contains InterPro domain Purine and other phosphorylases, family 1; (InterPro:IPR000845)"	59.18	196	1e-63	239	94.20289855
"Solyc06g071480.2.1"	7.47819624195438	4.49606039705678	6.33314169221312e-08	1.13281277986363e-05	"Dof zinc finger protein 12 (AHRD V1 *-*- A5HWG1_HORVD); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g024370.1.1"	-3.1961552329753	9.8510101378934	6.54110492921328e-08	1.15640650399719e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g024230.1.1"	-3.18811485303649	10.6670193690814	6.83387376571661e-08	1.17986036419838e-05	"TO54-2 (Fragment) (AHRD V1 *-*- Q3LVL5_TAROF)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g062440.1.1"	4.3308153849271	6.29862957020547	6.84290555914662e-08	1.17986036419838e-05	"Laccase (AHRD V1 ***- Q9AUI0_PINTA); contains Interpro domain(s)  IPR017760  L-ascorbate oxidase, plants "	"AT5G21105"	NA	"L-ascorbate oxidase/ copper ion binding; similar to L-ascorbate oxidase, putative [Arabidopsis thaliana] (TAIR:AT5G21100.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20933.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20931.1); similar to ascorbate oxidase [Brassica juncea] (GB:AAF20932.1); contains InterPro domain Multicopper oxidase, copper-binding site; (InterPro:IPR002355); contains InterPro domain Cupredoxin; (InterPro:IPR008972); contains InterPro domain Multicopper oxidase, type 3; (InterPro:IPR011707); contains InterPro domain Multicopper oxidase, type 2; (InterPro:IPR011706); contains InterPro domain Multicopper oxidase, type 1; (InterPro:IPR001117)"	66.61	554	0	763	95.99303136
"Solyc10g054480.1.1"	-3.48283986384097	5.64145290155475	6.90657540210838e-08	1.17986036419838e-05	"FAD-binding domain-containing protein (AHRD V1 **-- D7MFH6_ARALY); contains Interpro domain(s)  IPR006094  FAD linked oxidase, N-terminal "	"AT4G20860"	NA	"FAD-binding domain-containing protein; similar to FAD-binding domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G44360.1); similar to FAD-linked oxidoreductase 1 [Glycine max] (GB:ABC41950.1); contains InterPro domain FAD linked oxidase, N-terminal; (InterPro:IPR006094); contains InterPro domain Berberine/berberine-like; (InterPro:IPR012951); contains InterPro domain Oxygen oxidoreductase covalent FAD-binding site; (InterPro:IPR006093)"	57.62	269	6e-78	287	87.86885246
"Solyc11g005560.1.1"	-3.28541791373211	7.15806679675791	7.07467309083299e-08	1.19514810747805e-05	"Cellulose synthase (AHRD V1 ***- B9GTH4_POPTR); contains Interpro domain(s)  IPR005150  Cellulose synthase "	"AT5G64740"	"CESA6"	"Encodes a cellulase synthase.  Mutants are defective in hypocotyl elongation dark-grown plants. Normal hypocotyl elongation is restored in plants grown in white, blue or red light."	77.36	1091	0	1591	99.35602576
"Solyc05g049990.2.1"	7.41678970237353	4.50675531014082	8.08950810777598e-08	1.35157012385303e-05	"Heavy metal-associated domain containing protein expressed (AHRD V1 *-*- Q8LN41_ORYSJ)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g060910.1.1"	-3.2441657621633	7.52315678125271	8.78599960043359e-08	1.43693089391565e-05	"Pol polyprotein (AHRD V1 *-*- POL_BAEVM); contains Interpro domain(s)  IPR000477  RNA-directed DNA polymerase (reverse transcriptase) "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc10g005500.2.1"	7.41478133282752	4.43416878705484	8.78943522324094e-08	1.43693089391565e-05	"Cation diffusion facilitator 9 (AHRD V1 **-- Q84ND5_STYHA); contains Interpro domain(s)  IPR002524  Cation efflux protein "	"AT1G16310"	NA	"cation efflux family protein; similar to cation efflux family protein [Arabidopsis thaliana] (TAIR:AT1G79520.1); similar to cation diffusion facilitator 9 [Stylosanthes hamata] (GB:AAO38708.1); contains InterPro domain Cation efflux protein; (InterPro:IPR002524)"	71.32	394	2e-160	561	94.43099274
"Solyc11g051180.1.1"	-3.50432446193119	5.53978201394305	9.28049239897953e-08	1.50107028121367e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g027710.1.1"	-3.14633748163161	11.7576825630611	9.38699388283761e-08	1.50231426310172e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g061970.2.1"	7.38827919444141	4.41472160255109	9.5567623760364e-08	1.51355224130476e-05	"Spermidine synthase (AHRD V1 **** A4RYD8_OSTLU); contains Interpro domain(s)  IPR001045  Spermine synthase "	"AT5G19530"	"ACL5"	"Encodes a spermine synthase.  Required for internode elongation and vascular development, specifically in the mechanism that defines the boundaries between veins and nonvein regions.   This mechanism may be mediated by polar auxin transport.  Though ACL5 has been shown to function as a spermine  synthase in E. coli, an ACL5 knockout has no effect on the endogenous levels of free and conjugated polyamines in Arabidopsis, suggesting that ACL5 may have a very specific or altogether different in vivo function."	75.63	316	2e-145	511	90
"Solyc10g012220.1.1"	-3.549137005274	5.27004433437979	1.00598788469563e-07	1.576808226692e-05	"Retrotransposon gag protein (AHRD V1 *-*- Q0KIS1_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g071620.1.1"	7.37761814321576	4.48028951101775	1.03986505617353e-07	1.61327635857779e-05	"Aldehyde oxidase (AHRD V1 ***- Q9FV25_SOLLC); contains Interpro domain(s)  IPR016208  Aldehyde oxidase/xanthine dehydrogenase "	"AT2G27150"	"AAO3"	"Encodes the aldehyde oxidase delta isoform  catalyzing the final step in abscisic acid  biosynthesis."	58.33	1356	0	1511	98.45814978
"Solyc03g019790.2.1"	5.1809694671744	5.04329581912381	1.08495775398003e-07	1.66623209005176e-05	"Alpha-galactosidase (AHRD V1 **** Q9SP05_SOLLC); contains Interpro domain(s)  IPR013785  Aldolase-type TIM barrel "	"AT5G08370"	"AGAL2"	"ATAGAL2 (ARABIDOPSIS THALIANA ALPHA-GALACTOSIDASE 2); alpha-galactosidase; similar to ATAGAL1 (ARABIDOPSIS THALIANA ALPHA-GALACTOSIDASE 1), alpha-galactosidase [Arabidopsis thaliana] (TAIR:AT5G08380.1); similar to acid alpha galactosidase 2 [Cucumis sativus] (GB:ABC88435.1); contains InterPro domain Glycoside hydrolase, family 27; (InterPro:IPR002241); contains InterPro domain Glycoside hydrolase, clan GH-D; (InterPro:IPR000111)"	70.54	387	1e-166	582	94.14634146
"Solyc08g067180.2.1"	5.69426943452871	4.80739757916701	1.11992326572418e-07	1.70273133320704e-05	"Zinc finger (Ran-binding) family protein (AHRD V1 *-*- D7L4W6_ARALY); contains Interpro domain(s)  IPR001876  Zinc finger, RanBP2-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc09g018010.2.1"	4.27113912407089	5.78994501147148	1.2421989324268e-07	1.86993985827892e-05	"Non-specific lipid-transfer protein (AHRD V1 **** Q8H6L4_SOLTU); contains Interpro domain(s)  IPR013770  Plant lipid transfer protein and hydrophobic protein, helical "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc00g121730.1.1"	-3.38925964955987	5.88395558550002	1.27225163226924e-07	1.89640331539427e-05	"&aposchromo&apos domain containing protein (AHRD V1 *--- Q6L3Q3_SOLDE); contains Interpro domain(s)  IPR005162  Retrotransposon gag protein "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc02g090310.1.1"	4.3214654327822	5.66930279766492	1.29749753298502e-07	1.91525752344701e-05	"Dof zinc finger protein 4 (AHRD V1 *-*- A5HWF3_HORVD); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g068460.2.1"	7.32536874879227	4.35635877165858	1.34564401189319e-07	1.96722803431e-05	"Pathogen-induced calmodulin-binding protein (Fragment) (AHRD V1 *-*- Q8H6W8_PHAVU); contains Interpro domain(s)  IPR012417  Calmodulin-binding, plant "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc08g005130.1.1"	4.20524530288969	6.26928905825955	1.39774927725747e-07	2.0236677159387e-05	"Inositol-tetrakisphosphate 1-kinase 1 (AHRD V1 **** B6TJ44_MAIZE); contains Interpro domain(s)  IPR017427  Inositol-tetrakisphosphate 1-kinase "	"AT5G16760"	NA	"Encodes a inositol 1,3,4-trisphosphate 5/6-kinase."	59.22	309	9e-104	373	87.71428571
"Solyc02g088230.2.1"	4.28577174615312	5.80845701208331	1.41087067804198e-07	2.0236677159387e-05	"Xenotropic and polytropic retrovirus receptor (AHRD V1 **-* B2GU54_XENTR); contains Interpro domain(s)  IPR004342  EXS, C-terminal "	"AT1G14040"	NA	"similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT2G03260.1); similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT2G03250.1); similar to EXS family protein / ERD1/XPR1/SYG1 family protein [Arabidopsis thaliana] (TAIR:AT2G03240.1); similar to SPX, N-terminal; EXS, C-terminal [Medicago truncatula] (GB:ABD32751.1); contains InterPro domain SPX, N-terminal; (InterPro:IPR004331); contains InterPro domain EXS, C-terminal; (InterPro:IPR004342)"	54.17	816	0	839	99.36948298
"Solyc00g102000.1.1"	-3.08869452627971	11.1566453081705	1.56539095248511e-07	2.22431813472744e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc01g098500.2.1"	7.3028355388609	4.3137129491726	1.60418151545599e-07	2.25833108898082e-05	"Glucose transporter 8 (AHRD V1 ***- Q2KKJ3_SOLIN); contains Interpro domain(s)  IPR003663  Sugar/inositol transporter "	"AT1G54730"	NA	"sugar transporter, putative; Identical to Sugar transporter ERD6-like 5 [Arabidopsis Thaliana] (GB:Q3ECP7;GB:Q8H197;GB:Q940K3;GB:Q9ZVM0); similar to sugar transporter, putative [Arabidopsis thaliana] (TAIR:AT2G48020.1); similar to putative sugar transporter [Solanum lycopersicum] (GB:CAC00697.2); contains InterPro domain Sugar transporter; (InterPro:IPR003663); contains InterPro domain Major facilitator superfamily; (InterPro:IPR007114); contains InterPro domain Major facilitator superfamily MFS_1; (InterPro:IPR011701)"	50.6	417	5e-123	438	90.04329004
"Solyc09g007770.2.1"	4.79678134266576	5.12425082305109	1.6413801878304e-07	2.28949948401591e-05	"Aquaporin 2 (AHRD V1 ***- O65357_SAMSA); contains Interpro domain(s)  IPR012269  Aquaporin "	"AT3G53420"	"PIP2"	"a member of the plasma membrane intrinsic protein subfamily PIP2. localizes to the plasma membrane and exhibits water transport activity in Xenopus oocyte. expressed specifically in the vascular bundles and protein level increases slightly during leaf dev"	83.78	259	1e-125	446	97.69230769
"Solyc01g107890.2.1"	5.59882455137856	4.7312381715097	1.80909095620611e-07	2.50049262710525e-05	"Filament-like plant protein (Fragment) (AHRD V1 *-*- FPP_SOLLC); contains Interpro domain(s)  IPR008587  Protein of unknown function DUF869, plant "	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc06g024240.1.1"	-3.14605251711126	7.69683543703781	1.83199678061639e-07	2.50934045517943e-05	"Unknown Protein (AHRD V1)"	NA	NA	NA	NA	NA	NA	NA	NA
"Solyc11g011000.1.1"	7.27152220895129	4.29324808098463	1.91860360070315e-07	2.60450438795453e-05	"Cysteine-rich repeat secretory protein 60 (AHRD V1 ***- CRR60_ARATH); contains Interpro domain(s)  IPR002902  Protein of unknown function DUF26 "	"AT5G37660"	"PDLP7"	"receptor-like protein kinase-related; similar to 33 kDa secretory protein-related [Arabidopsis thaliana] (TAIR:AT2G01660.1); similar to Os04g0537800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053427.1); similar to receptor-like protein kinase-like [Oryza sativa (japonica cultivar-group)] (GB:BAD25786.1); contains InterPro domain Protein of unknown function DUF26; (InterPro:IPR002902)"	60.07	283	2e-78	289	99.29577465
